transaction_id,user_id,amount,transaction_type,merchant_category,timestamp,transaction_frequency,avg_user_amount,deviation_from_avg,transaction_gap_seconds,account_age_days,failed_attempts,device_type,location,is_foreign_transaction,unusual_amount_flag,velocity_flag,new_device_flag,location_change_flag,night_transaction_flag,is_fraud
T2011,U125,1604.6,transfer,grocery,2026-05-03 12:08:58.308484,5,1436.0479422557419,168.55,1470,368,3,mobile,India,0,0,0,1,0,0,0
T11868,U261,2294.13,withdrawal,travel,2026-05-03 18:13:07.308484,11,1585.043090352236,709.09,2402,1875,0,web,USA,1,0,1,0,0,0,1
T6404,U309,2437.95,payment,fashion,2026-05-03 11:12:47.308484,1,1746.7695146074475,691.18,1477,1855,4,mobile,Germany,1,0,0,0,1,0,0
T2672,U977,1872.35,transfer,gaming,2026-05-03 14:02:52.308484,7,1416.3773454164757,455.97,467,1852,0,mobile,Germany,1,0,0,0,0,0,0
T7347,U172,2235.97,transfer,fashion,2026-05-03 15:43:54.308484,5,2750.08090818729,514.11,4550,1814,1,web,India,0,0,0,0,0,0,0
T3686,U783,238.51,payment,travel,2026-05-03 12:53:57.308484,11,868.6274186013311,630.12,709,1891,1,mobile,India,0,0,1,0,0,0,0
T5861,U869,479.27,withdrawal,gaming,2026-05-03 14:08:40.308484,6,1874.5982832687384,1395.33,2653,776,2,mobile,Germany,1,0,0,0,1,0,0
T2071,U609,1369.33,payment,electronics,2026-05-03 11:02:55.308484,2,726.939547323885,642.39,7586,1162,0,web,USA,1,0,0,0,0,0,0
T6362,U16,1663.9,transfer,electronics,2026-05-03 16:40:13.308484,5,2070.6509163471355,406.75,4905,779,1,mobile,USA,1,0,0,0,0,0,0
T4715,U156,815.99,transfer,gaming,2026-05-03 13:17:40.308484,6,1105.65452302636,289.66,2855,1040,0,web,Germany,1,0,0,0,0,0,1
T475,U41,592.04,transfer,fashion,2026-05-03 13:08:06.308484,9,1379.5125160258813,787.47,4057,163,2,web,UK,1,0,1,0,0,0,0
T10810,U666,50.0,transfer,fashion,2026-05-03 21:12:07.308484,10,631.3099460359729,581.31,4365,265,0,web,USA,1,0,1,1,0,0,1
T4685,U663,800.21,withdrawal,grocery,2026-05-03 16:35:16.308484,6,2138.323959727391,1338.11,4643,1570,0,web,USA,1,0,0,1,0,0,0
T3366,U509,744.07,withdrawal,fashion,2026-05-03 12:32:58.308484,6,1362.5740575293134,618.5,3397,175,0,web,Germany,1,0,0,1,0,0,1
T4076,U35,742.94,transfer,fashion,2026-05-03 14:00:19.308484,5,826.6725810620896,83.73,4412,1444,2,web,USA,1,0,0,0,1,0,0
T7523,U474,3669.92,payment,travel,2026-05-03 19:20:49.308484,1,2431.50873624119,1238.41,4031,1128,1,web,UAE,1,0,0,0,0,0,0
T8023,U715,1198.84,payment,electronics,2026-05-03 15:23:51.308484,11,1841.424333568532,642.58,3152,1222,2,mobile,UK,1,0,1,0,0,0,0
T1506,U519,6170.46,transfer,travel,2026-05-03 11:13:24.308484,8,2740.4944956984887,3429.97,5567,123,1,mobile,UK,1,1,0,0,0,0,0
T670,U16,3116.49,payment,electronics,2026-05-03 12:05:57.308484,6,1862.455695250045,1254.03,3658,68,0,mobile,India,0,0,0,0,0,0,0
T2486,U1046,1164.21,withdrawal,travel,2026-05-03 10:57:01.308484,6,2608.763846981959,1444.55,1775,402,0,web,UAE,1,0,0,1,0,0,0
T801,U1136,1819.98,payment,travel,2026-05-03 11:41:59.308484,9,2839.373153811376,1019.39,1240,1411,3,mobile,UK,1,0,1,1,0,0,0
T11142,U264,1899.28,withdrawal,grocery,2026-05-03 18:39:13.308484,3,1395.827665537618,503.45,2800,1960,1,mobile,UAE,1,0,0,0,1,0,0
T5277,U62,1691.06,transfer,gaming,2026-05-03 12:01:06.308484,9,1439.0877649709678,251.97,358,1099,0,web,UK,1,0,1,0,0,0,0
T7254,U553,1683.6,payment,fashion,2026-05-03 14:01:02.308484,2,1517.4321313796822,166.17,2156,1469,1,mobile,USA,1,0,0,0,1,0,0
T11468,U280,2112.54,withdrawal,gaming,2026-05-03 15:26:41.308484,5,2013.9488122495632,98.59,566,402,0,web,UAE,1,0,0,0,0,0,0
T4395,U845,989.35,transfer,travel,2026-05-03 12:07:53.308484,8,2239.4714724549267,1250.12,970,1455,2,mobile,UAE,1,0,0,0,0,0,0
T800,U159,3933.14,withdrawal,gaming,2026-05-03 12:32:53.308484,1,2560.6699648071863,1372.47,9866,717,1,web,India,0,0,0,0,0,0,0
T311,U735,1955.85,transfer,fashion,2026-05-03 12:06:58.308484,6,1680.7045104074543,275.15,7735,952,1,web,UAE,1,0,0,0,0,0,0
T7018,U591,1881.04,transfer,travel,2026-05-03 14:37:26.308484,2,2800.4960438463295,919.46,4383,674,0,mobile,India,0,0,0,0,0,0,0
T4334,U125,50.0,withdrawal,travel,2026-05-03 17:09:50.308484,3,986.8657156904824,936.87,2222,1091,1,web,UK,1,0,0,0,1,0,0
T3292,U1076,2572.28,withdrawal,fashion,2026-05-03 12:27:29.308484,2,1859.9240894942639,712.36,5434,1492,1,mobile,India,0,0,0,1,0,0,0
T4035,U34,408.98,withdrawal,fashion,2026-05-03 16:16:01.308484,10,564.1687068532482,155.19,4753,908,0,web,Germany,1,0,1,1,1,0,0
T8441,U425,2672.37,transfer,electronics,2026-05-03 18:37:18.308484,8,2398.2459550414014,274.12,1256,1079,1,web,UK,1,0,0,0,0,0,0
T6494,U550,2429.2,withdrawal,gaming,2026-05-03 16:33:12.308484,8,2011.9776118478346,417.22,2587,1613,0,mobile,UAE,1,0,0,0,0,0,0
T3815,U915,332.0,transfer,electronics,2026-05-03 12:43:57.308484,2,822.9541021739199,490.95,4778,828,1,web,India,0,0,0,0,0,0,0
T1598,U33,2367.15,withdrawal,fashion,2026-05-03 12:58:07.308484,2,1557.5361156044066,809.61,1952,656,1,mobile,UAE,1,0,0,0,0,0,0
T3660,U579,3928.1,withdrawal,gaming,2026-05-03 12:51:31.308484,2,2200.0706281816506,1728.03,419,582,0,mobile,India,0,0,0,0,0,0,0
T7651,U741,805.92,transfer,grocery,2026-05-03 19:36:35.308484,7,1450.6131004975896,644.69,976,539,0,mobile,UK,1,0,0,0,0,0,0
T6625,U418,1144.06,withdrawal,fashion,2026-05-03 15:57:50.308484,11,1809.7275884572707,665.67,3572,1904,1,web,UAE,1,0,1,0,0,0,0
T9024,U73,2607.09,transfer,electronics,2026-05-03 17:19:58.308484,6,1874.8960379959212,732.19,2582,1991,1,web,India,0,0,0,0,0,0,0
T5632,U288,2484.15,payment,travel,2026-05-03 13:56:06.308484,10,2795.6265705565675,311.48,2188,462,0,mobile,USA,1,0,1,0,0,0,0
T11884,U154,421.46,payment,grocery,2026-05-03 17:08:07.308484,3,574.8067308422385,153.35,2925,1431,1,web,USA,1,0,0,1,0,0,0
T4379,U1141,610.44,transfer,electronics,2026-05-03 12:49:58.308484,4,2344.3098915558494,1733.87,912,642,1,mobile,Germany,1,0,0,0,0,0,0
T3159,U829,651.19,transfer,fashion,2026-05-03 10:18:02.308484,9,794.4485484424167,143.26,1750,1724,0,mobile,UK,1,0,1,0,0,0,0
T11557,U1100,1158.95,transfer,grocery,2026-05-03 22:07:18.308484,2,1866.991597645485,708.04,4922,1877,1,web,India,0,0,0,0,0,0,0
T3609,U4,1415.54,payment,travel,2026-05-03 12:23:14.308484,9,1130.3814801470394,285.16,620,1987,1,mobile,USA,1,0,1,0,0,0,0
T7222,U1079,1148.43,withdrawal,travel,2026-05-03 14:35:05.308484,6,1024.9031783954529,123.53,650,1710,1,web,India,0,0,0,1,0,0,0
T10565,U236,3146.94,transfer,travel,2026-05-03 15:24:22.308484,3,1707.532489288315,1439.41,2145,1049,1,mobile,USA,1,0,0,1,0,0,0
T7181,U1033,1167.71,payment,fashion,2026-05-03 18:32:44.308484,5,2348.7842993012473,1181.07,4071,651,1,mobile,Germany,1,0,0,0,0,0,0
T3433,U179,518.64,withdrawal,travel,2026-05-03 12:36:47.308484,2,805.8534498033322,287.21,4494,1276,2,web,India,0,0,0,0,0,0,0
T3416,U109,1456.63,transfer,travel,2026-05-03 11:18:40.308484,5,2089.954627823001,633.32,4987,1373,0,mobile,UAE,1,0,0,0,0,0,0
T201,U857,2688.43,payment,grocery,2026-05-03 10:05:25.308484,3,2125.5027309953834,562.93,7973,467,0,mobile,UK,1,0,0,0,0,0,0
T4345,U546,1423.3,withdrawal,electronics,2026-05-03 14:52:25.308484,11,2732.559960948598,1309.26,1277,1881,2,web,USA,1,0,1,0,0,0,0
T3980,U712,2078.07,payment,grocery,2026-05-03 13:03:57.308484,1,2172.1410569401505,94.07,1847,1311,0,mobile,Germany,1,0,0,0,0,0,0
T11498,U276,3588.34,withdrawal,fashion,2026-05-03 14:58:48.308484,5,2917.3341287508165,671.01,3274,976,1,mobile,USA,1,0,0,0,0,0,0
T7722,U145,877.89,payment,travel,2026-05-03 16:22:36.308484,2,918.2585329719604,40.37,307,1246,3,mobile,USA,1,0,0,0,0,0,0
T10782,U484,2315.79,payment,grocery,2026-05-03 17:19:10.308484,3,2140.858452340516,174.93,3499,1986,1,mobile,India,0,0,0,1,0,0,0
T11097,U368,1797.75,transfer,gaming,2026-05-03 15:09:16.308484,11,2432.1216822783945,634.37,3392,1480,1,web,UAE,1,0,1,0,0,0,0
T8399,U907,3124.77,transfer,travel,2026-05-03 14:18:43.308484,3,2772.9623908783087,351.81,884,59,1,mobile,UAE,1,0,0,0,0,0,0
T9167,U388,913.1,payment,grocery,2026-05-03 15:41:13.308484,8,1023.4923097240537,110.39,1255,1879,0,web,USA,1,0,0,0,0,0,0
T3342,U771,1342.12,withdrawal,fashion,2026-05-03 11:59:00.308484,6,1442.935592402191,100.82,2845,184,0,mobile,India,0,0,0,0,0,0,0
T4949,U1100,753.17,payment,travel,2026-05-03 15:35:15.308484,3,1305.808152468007,552.64,1124,337,1,web,Germany,1,0,0,0,1,0,0
T3531,U5,1141.23,transfer,travel,2026-05-03 13:04:44.308484,1,835.7807494479666,305.45,1780,786,2,mobile,UAE,1,0,0,0,0,0,0
T11749,U89,2234.55,withdrawal,gaming,2026-05-03 16:19:09.308484,11,1665.3416377687943,569.21,4471,655,4,mobile,UAE,1,0,1,0,0,0,0
T10927,U387,771.03,withdrawal,grocery,2026-05-03 17:48:21.308484,11,1378.57830426611,607.55,350,699,0,web,UK,1,0,1,0,0,0,0
T9012,U846,78.95,withdrawal,grocery,2026-05-03 13:47:23.308484,11,2889.2645552395825,2810.31,2651,1630,1,web,India,0,0,1,1,0,0,0
T5681,U638,2398.1,withdrawal,travel,2026-05-03 14:25:50.308484,6,1956.7288294947712,441.37,2521,570,2,web,UAE,1,0,0,0,0,0,0
T6221,U547,1281.32,withdrawal,grocery,2026-05-03 15:31:55.308484,11,2118.8463613237545,837.53,3870,113,1,web,UAE,1,0,1,0,0,0,0
T3576,U689,554.03,payment,grocery,2026-05-03 17:29:18.308484,1,1738.3946055042634,1184.36,4237,1632,3,mobile,India,0,0,0,1,0,0,0
T3883,U723,1118.41,withdrawal,gaming,2026-05-03 13:41:38.308484,7,1277.8629758786597,159.45,3441,488,1,web,USA,1,0,0,0,0,0,0
T161,U928,1841.59,transfer,travel,2026-05-03 11:47:43.308484,1,1982.3771285873186,140.79,5220,838,0,mobile,UK,1,0,0,0,1,0,0
T9715,U971,1856.59,payment,fashion,2026-05-03 15:21:36.308484,5,1752.848863934901,103.74,289,1589,1,web,UK,1,0,0,1,0,0,0
T3314,U848,2179.48,transfer,grocery,2026-05-03 12:39:47.308484,10,2584.7031506509425,405.22,3340,1921,2,web,USA,1,0,1,0,0,0,0
T5507,U1064,1708.18,withdrawal,gaming,2026-05-03 14:44:08.308484,1,2326.576520267169,618.4,1417,876,1,web,UAE,1,0,0,0,0,0,0
T4651,U1077,2665.33,transfer,grocery,2026-05-03 15:17:51.308484,8,1618.5539307892966,1046.78,2377,321,1,mobile,UAE,1,0,0,0,0,0,0
T9030,U311,3072.96,transfer,gaming,2026-05-03 19:15:55.308484,1,2765.0014628897566,307.96,4920,1145,1,mobile,UAE,1,0,0,0,0,0,0
T5021,U14,2309.08,transfer,fashion,2026-05-03 15:58:01.308484,2,2735.6908088107675,426.61,1543,1791,0,mobile,Germany,1,0,0,0,0,0,0
T10288,U36,852.47,payment,gaming,2026-05-03 19:48:29.308484,2,1704.011074906619,851.54,1730,1094,0,web,UAE,1,0,0,1,0,0,0
T9155,U52,2328.38,payment,gaming,2026-05-03 17:07:00.308484,8,1964.4065878835136,363.97,3803,510,1,mobile,USA,1,0,0,0,0,0,0
T11956,U1113,2698.33,withdrawal,gaming,2026-05-03 20:49:28.308484,7,1416.2967570434457,1282.03,915,1878,0,web,Germany,1,0,0,1,0,0,0
T1629,U1041,2254.91,payment,electronics,2026-05-03 12:55:24.308484,6,1532.3822402508615,722.53,4436,755,0,mobile,UAE,1,0,0,0,0,0,0
T9337,U1148,2741.3,payment,fashion,2026-05-03 19:39:27.308484,7,2152.6293306178577,588.67,1003,1861,0,web,UAE,1,0,0,1,0,0,0
T10398,U742,1598.31,transfer,travel,2026-05-03 13:59:39.308484,6,882.8403016666068,715.47,2140,1046,3,web,India,0,0,0,0,0,0,0
T4307,U39,1670.7,transfer,fashion,2026-05-03 13:02:28.308484,1,1286.1510099344257,384.55,936,1926,1,web,UK,1,0,0,1,1,0,0
T5240,U609,1064.63,withdrawal,fashion,2026-05-03 14:04:00.308484,11,936.2346447659082,128.4,2868,1640,0,web,USA,1,0,1,0,0,0,0
T2712,U949,708.93,withdrawal,gaming,2026-05-03 13:30:38.308484,4,2497.4422250976468,1788.51,4862,1707,1,mobile,UK,1,0,0,0,0,0,0
T8986,U842,1559.29,withdrawal,travel,2026-05-03 12:38:14.308484,8,1385.9364896956422,173.35,1992,1599,2,web,UAE,1,0,0,0,1,0,0
T2279,U588,3634.97,payment,fashion,2026-05-03 12:42:12.308484,4,2778.59576985441,856.37,3521,9,1,web,USA,1,0,0,1,0,0,0
T7899,U948,549.1,payment,grocery,2026-05-03 17:52:14.308484,11,2402.552214246583,1853.45,4869,1131,0,mobile,UAE,1,0,1,1,0,0,0
T3568,U301,135.21,withdrawal,travel,2026-05-03 12:27:39.308484,6,850.6424284677104,715.43,4200,1983,3,mobile,India,0,0,0,0,1,0,0
T4311,U889,4520.75,withdrawal,travel,2026-05-03 12:42:59.308484,5,2860.911265841982,1659.84,2142,1945,1,web,USA,1,0,0,1,0,0,0
T2253,U112,1472.33,transfer,grocery,2026-05-03 10:50:02.308484,7,2192.6017128692934,720.27,1283,773,0,web,Germany,1,0,0,1,0,0,0
T6055,U257,557.22,withdrawal,travel,2026-05-03 14:12:41.308484,10,2930.8309678214227,2373.61,1573,1962,1,mobile,USA,1,0,1,0,0,0,0
T11780,U301,1564.12,transfer,electronics,2026-05-03 14:23:29.308484,4,2392.848968786812,828.73,3946,1962,0,web,UK,1,0,0,0,0,0,0
T814,U1183,3091.42,transfer,grocery,2026-05-03 12:28:05.308484,4,2665.057976701562,426.36,4504,1883,1,web,Germany,1,0,0,0,0,0,0
T11958,U832,1984.09,transfer,gaming,2026-05-03 20:50:06.308484,6,1195.130561222919,788.96,1165,1006,1,mobile,USA,1,0,0,0,0,0,0
T1756,U848,1891.51,withdrawal,grocery,2026-05-03 11:44:07.308484,1,1528.306742058174,363.2,3818,149,0,web,UK,1,0,0,0,0,0,0
T9918,U1114,2130.05,transfer,grocery,2026-05-03 16:44:59.308484,8,2440.414877682348,310.36,1163,1348,2,mobile,UAE,1,0,0,0,0,0,0
T8616,U479,913.08,payment,gaming,2026-05-03 14:19:36.308484,9,984.7404031789731,71.66,1271,943,0,mobile,USA,1,0,1,0,0,0,0
T2660,U288,1361.22,transfer,gaming,2026-05-03 11:20:31.308484,10,705.9053295207013,655.31,3211,25,1,web,USA,1,0,1,0,0,0,0
T641,U762,709.74,transfer,travel,2026-05-03 10:40:18.308484,1,1282.0854938105501,572.35,9461,355,1,web,Germany,1,0,0,0,0,0,0
T6375,U873,1976.41,transfer,electronics,2026-05-03 15:30:49.308484,4,2850.685440811294,874.28,726,1681,1,mobile,UK,1,0,0,0,0,0,0
T2227,U934,3256.15,payment,fashion,2026-05-03 12:35:21.308484,8,2254.1409218621093,1002.01,3366,789,1,web,India,0,0,0,0,0,0,0
T11518,U1192,1571.04,transfer,gaming,2026-05-03 19:39:28.308484,4,1337.8612018286562,233.18,3572,933,0,mobile,UAE,1,0,0,1,0,0,0
T3440,U89,3315.59,transfer,fashion,2026-05-03 11:51:45.308484,6,1984.7656505639948,1330.82,2728,1032,1,web,UK,1,0,0,0,0,0,0
T10443,U200,524.78,withdrawal,travel,2026-05-03 17:17:49.308484,5,946.8717118107093,422.09,4089,939,0,web,USA,1,0,0,1,0,0,0
T9761,U801,866.52,transfer,grocery,2026-05-03 16:41:49.308484,2,845.8722862080967,20.65,2611,575,0,web,UAE,1,0,0,0,0,0,0
T4375,U509,4551.98,payment,gaming,2026-05-03 13:02:04.308484,11,2309.538273706664,2242.44,1746,574,1,mobile,Germany,1,0,1,1,0,0,0
T9374,U569,1773.6,transfer,electronics,2026-05-03 19:11:12.308484,3,1338.6295625355197,434.97,4747,19,0,web,UK,1,0,0,1,1,0,0
T7856,U545,748.82,transfer,travel,2026-05-03 14:04:49.308484,8,1450.7174128002569,701.9,1901,1740,0,web,India,0,0,0,0,0,0,0
T8963,U1031,667.65,transfer,electronics,2026-05-03 18:15:56.308484,4,620.6741972427228,46.98,3557,724,0,mobile,UAE,1,0,0,0,0,0,0
T9771,U184,2264.94,payment,electronics,2026-05-03 22:14:01.308484,3,2045.14455451253,219.8,2010,452,0,mobile,UK,1,0,0,0,0,0,0
T2205,U877,4021.21,transfer,electronics,2026-05-03 09:51:45.308484,4,2474.9414501545007,1546.27,7820,1840,2,mobile,India,0,0,0,1,0,0,0
T1730,U196,50.0,transfer,grocery,2026-05-03 11:40:22.308484,6,1729.2194650844283,1679.22,5459,744,2,web,USA,1,0,0,0,0,0,0
T10143,U163,1385.74,payment,gaming,2026-05-03 17:49:51.308484,9,1254.5686062198588,131.17,2664,1564,1,web,India,0,0,1,0,0,0,0
T3888,U690,50.0,withdrawal,electronics,2026-05-03 14:02:08.308484,2,2068.868081710732,2018.87,2533,752,1,web,India,0,0,0,0,0,0,0
T9524,U463,1337.07,payment,electronics,2026-05-03 15:20:09.308484,6,1852.6096914313548,515.54,4317,1563,1,web,India,0,0,0,0,0,0,0
T5730,U667,1125.53,transfer,fashion,2026-05-03 16:26:26.308484,7,665.7029346420727,459.83,3372,270,0,mobile,UAE,1,0,0,0,0,0,0
T2527,U174,471.63,transfer,travel,2026-05-03 13:05:36.308484,5,1622.776102163131,1151.15,1899,1601,2,mobile,Germany,1,0,0,0,0,0,0
T10763,U1141,860.23,transfer,gaming,2026-05-03 13:37:05.308484,7,622.5182702490748,237.71,1739,175,1,web,UK,1,0,0,0,0,0,0
T4357,U158,1617.83,transfer,grocery,2026-05-03 11:42:24.308484,9,1892.7125445780816,274.88,226,58,2,mobile,Germany,1,0,1,0,0,0,0
T442,U412,1734.65,payment,fashion,2026-05-03 10:07:26.308484,8,1249.8551744425567,484.79,459,948,1,mobile,UK,1,0,0,0,0,0,0
T4630,U876,900.91,withdrawal,gaming,2026-05-03 15:52:20.308484,6,1222.92066689801,322.01,4468,1851,0,web,UAE,1,0,0,1,1,0,0
T3248,U1189,3304.09,withdrawal,gaming,2026-05-03 12:28:26.308484,9,2267.0056603081466,1037.08,1616,111,0,web,USA,1,0,1,0,0,0,0
T5745,U358,2652.03,transfer,electronics,2026-05-03 16:45:07.308484,6,2719.6744793220555,67.64,4805,1472,2,mobile,India,0,0,0,0,0,0,0
T7421,U346,1253.94,transfer,electronics,2026-05-03 12:45:01.308484,5,1177.8386154559382,76.1,2691,722,0,web,UK,1,0,0,0,0,0,0
T10556,U14,1975.07,withdrawal,fashion,2026-05-03 19:43:18.308484,1,1616.1282180953542,358.94,4541,374,3,mobile,UAE,1,0,0,0,0,0,0
T2517,U366,489.78,transfer,fashion,2026-05-03 14:23:08.308484,7,535.918397958474,46.14,2340,926,1,mobile,USA,1,0,0,0,0,0,0
T6396,U315,2486.37,withdrawal,grocery,2026-05-03 14:07:30.308484,9,2591.6989403690054,105.33,3397,530,1,web,Germany,1,0,1,1,0,0,0
T10669,U317,2335.19,transfer,grocery,2026-05-03 12:55:50.308484,3,2038.9616725854955,296.23,472,546,0,mobile,USA,1,0,0,0,1,0,0
T7965,U643,3137.25,payment,gaming,2026-05-03 19:12:20.308484,2,1544.9220120922712,1592.33,4805,1673,1,web,UAE,1,1,0,1,0,0,0
T1652,U1132,2392.57,payment,electronics,2026-05-03 14:16:04.308484,4,2018.3114806443148,374.26,4416,1496,1,mobile,UK,1,0,0,0,0,0,0
T282,U736,3556.17,withdrawal,grocery,2026-05-03 11:58:16.308484,2,1827.713362213107,1728.46,5126,1712,2,mobile,India,0,0,0,0,0,0,0
T7580,U10,410.91,transfer,gaming,2026-05-03 15:33:36.308484,10,729.8638169347616,318.95,3411,1692,0,mobile,UK,1,0,1,0,0,0,0
T5854,U81,1758.99,withdrawal,travel,2026-05-03 15:01:14.308484,5,2875.1161895616806,1116.13,585,609,1,web,UAE,1,0,0,0,0,0,0
T9828,U513,1686.38,payment,grocery,2026-05-03 16:42:36.308484,11,1952.4709933349798,266.09,4671,1538,4,web,India,0,0,1,0,0,0,0
T2379,U592,1244.97,transfer,gaming,2026-05-03 13:05:12.308484,2,1934.014465309508,689.04,3741,1567,1,mobile,India,0,0,0,1,0,0,0
T7786,U599,2352.18,transfer,fashion,2026-05-03 14:51:30.308484,7,2759.5083421216636,407.33,4858,1201,1,mobile,UAE,1,0,0,0,0,0,0
T4624,U335,1786.44,withdrawal,gaming,2026-05-03 13:02:51.308484,9,2197.456932286973,411.02,865,1439,1,web,UAE,1,0,1,0,1,0,0
T4375,U509,4551.98,payment,gaming,2026-05-03 13:02:04.308484,11,2309.538273706664,2242.44,1746,574,1,mobile,Germany,1,0,1,1,0,0,0
T940,U568,3348.3,withdrawal,fashion,2026-05-03 12:07:53.308484,1,2263.2666063398183,1085.03,4062,665,0,web,USA,1,0,0,1,0,0,0
T10278,U71,752.77,transfer,travel,2026-05-03 18:48:39.308484,11,559.0160357959999,193.75,796,1572,1,mobile,Germany,1,0,1,0,1,0,0
T11548,U32,1905.0,payment,travel,2026-05-03 14:57:34.308484,6,1315.9420183681896,589.06,48,427,0,web,USA,1,0,0,1,0,0,0
T11449,U939,2617.0,payment,grocery,2026-05-03 15:54:39.308484,4,2736.4032929349637,119.4,1459,1913,1,web,India,0,0,0,0,1,0,0
T9288,U987,2444.01,transfer,grocery,2026-05-03 14:36:43.308484,8,2566.8042442206897,122.79,4789,1532,1,web,India,0,0,0,0,0,0,0
T4247,U474,714.69,withdrawal,gaming,2026-05-03 15:09:51.308484,3,1832.115187966899,1117.43,1988,249,2,web,USA,1,0,0,0,0,0,0
T9949,U141,2235.89,transfer,grocery,2026-05-03 18:13:51.308484,4,1720.988623572203,514.9,3427,650,2,mobile,USA,1,0,0,0,1,0,0
T297,U231,1671.48,payment,travel,2026-05-03 10:47:27.308484,7,2034.0102855936461,362.53,1202,1128,1,mobile,USA,1,0,0,0,0,0,0
T6172,U1009,2960.68,transfer,electronics,2026-05-03 16:55:54.308484,1,2030.5646482793984,930.12,3837,1009,1,mobile,Germany,1,0,0,1,1,0,0
T2165,U947,3469.45,withdrawal,fashion,2026-05-03 12:16:54.308484,2,2316.399770473812,1153.05,3160,1301,1,mobile,USA,1,0,0,1,0,0,0
T471,U1160,941.37,withdrawal,gaming,2026-05-03 12:24:50.308484,5,813.9139465931285,127.46,1754,1170,0,mobile,India,0,0,0,1,0,0,0
T5191,U665,1772.63,withdrawal,travel,2026-05-03 14:14:26.308484,1,1125.7914275181338,646.84,2484,1644,3,mobile,USA,1,0,0,0,0,0,0
T11791,U485,1335.99,payment,fashion,2026-05-03 14:15:56.308484,6,1800.9549409632032,464.96,2709,897,1,mobile,India,0,0,0,1,0,0,0
T2618,U836,1113.84,transfer,grocery,2026-05-03 13:05:11.308484,5,1950.1611349609734,836.32,1236,5,0,web,India,0,0,0,1,0,0,0
T1031,U794,1153.77,transfer,fashion,2026-05-03 11:46:33.308484,10,2261.9889998132385,1108.22,6133,1168,1,web,India,0,0,1,0,0,0,0
T7926,U1004,1065.79,payment,fashion,2026-05-03 15:45:33.308484,10,845.7121281601292,220.08,4779,930,2,mobile,India,0,0,1,1,0,0,0
T9190,U732,1611.6,transfer,fashion,2026-05-03 20:47:22.308484,4,1181.7646817978875,429.84,2680,1996,3,mobile,UAE,1,0,0,0,0,0,0
T2872,U802,2161.77,payment,fashion,2026-05-03 09:51:48.308484,1,2573.132737809044,411.36,9199,828,1,web,Germany,1,0,0,0,0,0,0
T2568,U368,1744.0,payment,travel,2026-05-03 11:54:00.308484,4,1085.4018502541676,658.6,4909,1463,0,mobile,UK,1,0,0,0,1,0,0
T5029,U338,1420.47,payment,fashion,2026-05-03 13:53:06.308484,9,974.3064618247104,446.16,2198,993,0,web,UK,1,0,1,0,1,0,0
T2993,U796,784.22,transfer,gaming,2026-05-03 11:38:26.308484,4,1415.0358821741993,630.82,3080,226,1,web,UK,1,0,0,0,0,0,0
T41,U1135,2130.63,transfer,electronics,2026-05-03 10:22:42.308484,2,1036.4727992709354,1094.16,1853,1326,0,mobile,UK,1,1,0,0,0,0,0
T3204,U149,1908.9,transfer,gaming,2026-05-03 10:43:13.308484,7,2004.2183739269547,95.32,1513,514,1,web,Germany,1,0,0,1,0,0,0
T1176,U1182,3870.11,payment,fashion,2026-05-03 11:28:01.308484,9,2377.8681098786024,1492.24,5667,595,1,mobile,Germany,1,0,1,1,0,0,1
T614,U331,740.93,payment,grocery,2026-05-03 12:21:31.308484,2,693.7074344809647,47.22,952,59,2,web,UK,1,0,0,1,0,0,1
T7976,U632,2049.94,transfer,travel,2026-05-03 14:57:42.308484,6,1835.4225021075647,214.52,116,545,0,mobile,UK,1,0,0,0,1,0,0
T10668,U750,2992.82,transfer,electronics,2026-05-03 17:19:48.308484,9,2968.6176076961046,24.2,1106,1201,0,mobile,UAE,1,0,1,0,0,0,0
T10658,U156,737.74,payment,travel,2026-05-03 19:21:50.308484,2,1945.707853058011,1207.97,3728,1876,1,mobile,USA,1,0,0,0,0,0,0
T4056,U684,2983.62,payment,gaming,2026-05-03 13:05:39.308484,7,2762.8046306174647,220.82,3684,768,0,web,USA,1,0,0,0,0,0,0
T4885,U12,2971.74,withdrawal,electronics,2026-05-03 12:32:21.308484,11,2024.7417218662454,947.0,875,1818,1,web,UK,1,0,1,0,0,0,0
T4866,U688,1565.72,payment,gaming,2026-05-03 12:29:40.308484,7,1797.02025310906,231.3,1853,1665,0,mobile,UAE,1,0,0,0,0,0,0
T4176,U955,807.02,payment,electronics,2026-05-03 13:19:30.308484,4,2945.961161146808,2138.94,1038,1063,2,mobile,India,0,0,0,0,0,0,0
T4897,U1074,1433.4,withdrawal,travel,2026-05-03 13:47:12.308484,2,1532.3363991674105,98.94,2434,317,2,mobile,Germany,1,0,0,1,0,0,0
T7205,U622,2388.37,transfer,fashion,2026-05-03 15:54:49.308484,9,2944.2043695790403,555.83,3644,1795,1,mobile,USA,1,0,1,0,0,0,0
T9594,U646,2767.64,transfer,travel,2026-05-03 15:54:37.308484,10,2654.256109782225,113.38,2326,1969,2,web,Germany,1,0,1,0,0,0,0
T5836,U1081,2958.27,withdrawal,gaming,2026-05-03 13:32:39.308484,7,1656.4764438549385,1301.79,3275,1069,2,web,UAE,1,0,0,0,0,0,0
T1562,U1060,1619.05,withdrawal,gaming,2026-05-03 12:10:39.308484,10,1049.835784576453,569.21,494,881,0,web,Germany,1,0,1,0,0,0,0
